1,SERV-29,SERVICE - DOMESTIC DISPUTE,2023-11-09,1628,12900 CENTRE PARK CIR,HERNDON,VA,20171
1,SERV-8,SERVICE - LOST/FOUND PROPERTY,2023-11-09,0800,7400 LITTLE RIVER TPKE,ANNANDALE,VA,22003
2,FORG-250-4,FORGERY - COUNTERFEITING CURRENCY,2023-11-09,1842,1600 DOLLEY MADISON BLVD,MCLEAN,VA,22101
1,LARC-23-3,LARCENY - SHOPLIFTING,2023-11-09,1842,1600 DOLLEY MADISON BLVD,MCLEAN,VA,22101
1,SERV-29,SERVICE - DOMESTIC DISPUTE,2023-11-09,1759,4200 FAIRGLEN DR,ALEXANDRIA,VA,22309
1,SERV-33,SERVICE - NON DMV REPORTABLE CRASH,2023-11-09,1830,8500 SILVERBROOK RD,LORTON,VA,22079
1,SERV-1,SERVICE - POLICE SERVICE,2023-11-09,1823, AINTREE LN / STEEPLECHASE DR,RESTON,VA,20191
1,LARC-23-3,LARCENY - SHOPLIFTING,2023-11-09,1636,6200 SEVEN CORNERS CTR,FALLS CHURCH,VA,22044
1,LARC-23-9,LARCENY -  ALL OTHER LARCENY,2023-11-09,1742,8100 RICHMOND HWY,ALEXANDRIA,VA,22309
1,LARC-23-3,LARCENY - SHOPLIFTING,2023-11-09,1709,7900 RICHMOND HWY,ALEXANDRIA,VA,22306
1,ASSLT-13B-1,ASSAULT - SIMPLE; NOT AGGRAVATED,2023-11-09,1746,2000 HUNTINGTON AVE,ALEXANDRIA,VA,22303
1,BURG-220-3,BURGLARY/BREAKING AND ENTERING,2023-11-09,1115,6900 CATON WOODS CT,SPRINGFIELD,VA,22150
1,SERV-6,SERVICE - ANIMAL DESTROYED BY SERVICE WEAPON,2023-11-09,1841,4000 NORTH TAYLOR ST,ARLINGTON,VA,22207
1,SERV-11,SERVICE - NATURAL DEATH,2023-11-09,1858,1900 HORSE SHOE DR,VIENNA,VA,22182
1,SERV-33,SERVICE - NON DMV REPORTABLE CRASH,2023-11-09,1850,8500 EXECUTIVE PARK AVE,FAIRFAX,VA,22031
1,ASSLT-13B-1,ASSAULT - SIMPLE; NOT AGGRAVATED,2023-11-09,1915,14800 HANCOCK CT,CENTREVILLE,VA,20120
1,DRUNK-90Z-1,DRUNK - DRUNK/PROFANE IN PUBLIC,2023-11-09,1941,5000 CARYN CT,ALEXANDRIA,VA,22312
2,SERV-29,SERVICE - DOMESTIC DISPUTE,2023-11-09,1941,5000 CARYN CT,ALEXANDRIA,VA,22312
1,LARC-23-11,LARCENY - CHECKS; CREDIT CARDS; BANK NOTES; ETC.,2023-11-09,1952,3400 GLEN CARLYN DR,FALLS CHURCH,VA,22041
1,SUSP-1,SUSPICIOUS - EVENT,2023-11-09,1701,7300 ELMWOOD DR,FALLS CHURCH,VA,22042
1,SERV-29,SERVICE - DOMESTIC DISPUTE,2023-11-09,1959,13300 FAIRFIELD RIDGE AVE,HERNDON,VA,20171
1,ASSLT-13B-1,ASSAULT - SIMPLE; NOT AGGRAVATED,2023-11-09,1826,6400 GENTELE CT,ALEXANDRIA,VA,22310
1,WEAP-520-9,WEAPONS - BRANDISHING,2023-11-09,1942,12000 STUART RIDGE DR,HERNDON,VA,20170
1,SUSP-1,SUSPICIOUS - EVENT,2023-11-09,1751,7800 HERITAGE DR,ANNANDALE,VA,22003
1,ASSLT-13B-1,ASSAULT - SIMPLE; NOT AGGRAVATED,2023-11-09,1500, HOLLAND RD / SAINT ELLIOTT CT,ALEXANDRIA,VA,22306
2,DISORD-90C-2,DISORDERLY - DISORDERLY CONDUCT,2023-11-09,1500, HOLLAND RD / SAINT ELLIOTT CT,ALEXANDRIA,VA,22306
1,ASSLT-13B-1,ASSAULT - SIMPLE; NOT AGGRAVATED,2023-11-09,2103,4200 WADSWORTH CT,ANNANDALE,VA,22003
1,AUTO-240-4,AUTO THEFT - AUTOS,2023-11-09,1934,6900 ADONIS CT,ALEXANDRIA,VA,22315
1,SERV-29,SERVICE - DOMESTIC DISPUTE,2023-11-09,2120,7200 FORDSON RD,ALEXANDRIA,VA,22306
1,LARC-23-3,LARCENY - SHOPLIFTING,2023-11-09,2136,7200 BEULAH ST,ALEXANDRIA,VA,22315
1,SERV-1,SERVICE - POLICE SERVICE,2023-11-09,2039,10500 JUDICIAL DR,FAIRFAX,VA,22030
1,SERV-29,SERVICE - DOMESTIC DISPUTE,2023-11-09,2143,7300 BRIARCLIFF DR,SPRINGFIELD,VA,22153
1,SERV-29,SERVICE - DOMESTIC DISPUTE,2023-11-09,2205,14300 AVOCADO CT,CENTREVILLE,VA,20121
1,SUSP-1,SUSPICIOUS - EVENT,2023-11-09,2138,4700 PARKMAN CT,ANNANDALE,VA,22003
1,ASSLT-13B-1,ASSAULT - SIMPLE; NOT AGGRAVATED,2023-11-09,1830, FAIRFAX COUNTY PKWY SB / RT50 EB RAMP TO RT286 NB,FAIRFAX,VA,22033
1,SERV-29,SERVICE - DOMESTIC DISPUTE,2023-11-09,2124,1800 TOWN CENTER PKWY,RESTON,VA,20190
1,ASSLT-13B-1,ASSAULT - SIMPLE; NOT AGGRAVATED,2023-11-09,2215,12100 SUNSET HILLS RD,RESTON,VA,20190
1,SERV-1,SERVICE - POLICE SERVICE,2023-11-09,2225,14000 THUNDERBOLT PL,CHANTILLY,VA,20151
1,SUSP-2,SUSPICIOUS - PERSON,2023-11-09,2241, BACKLICK RD / INDUSTRIAL RD,SPRINGFIELD,VA,22151
1,LARC-23-3,LARCENY - SHOPLIFTING,2023-11-09,2304,7200 OLD KEENE MILL RD,SPRINGFIELD,VA,22150
1,SERV-1,SERVICE - POLICE SERVICE,2023-11-09,1949,6000 INDEPENDENCE WAY,ALEXANDRIA,VA,22312
2,WARR-90Z-11,WARRANT - PRELIMINARY PROTECTIVE ORDER,2023-11-09,1949,6000 INDEPENDENCE WAY,ALEXANDRIA,VA,22312
1,SERV-29,SERVICE - DOMESTIC DISPUTE,2023-11-09,2328,5400 JENNIFER DR,FAIRFAX,VA,22032
1,SERV-29,SERVICE - DOMESTIC DISPUTE,2023-11-09,2348,2500 CHASE WELLESLEY DR,HERNDON,VA,20171
1,SERV-29,SERVICE - DOMESTIC DISPUTE,2023-11-09,2200,11100 RESTON STATION BLVD,RESTON,VA,20190
1,SERV-29,SERVICE - DOMESTIC DISPUTE,2023-11-09,2248,7900 CHARLES THOMSON LN,ANNANDALE,VA,22003
1,SUSP-1,SUSPICIOUS - EVENT,2023-11-09,2100,11900 MARKET ST,RESTON,VA,20190
1,AUTO-240-1,UNAUTHORIZED USE - AUTO,2023-11-09,2200,3000 WHITE BIRCH CT,FAIRFAX,VA,22031
1,SUSP-1,SUSPICIOUS - EVENT,2023-11-09,1030,6000 UNION MILL RD,CLIFTON,VA,20124
2,SERV-45,SRO RELATED EVENT,2023-11-09,1030,6000 UNION MILL RD,CLIFTON,VA,20124
3,SERV-39,SERVICE - AVI THREAT SCHOOL,2023-11-09,1030,6000 UNION MILL RD,CLIFTON,VA,20124
1,AUTO-240-4,AUTO THEFT - AUTOS,2023-11-09,2000,7700 GUNSTON PLZ,LORTON,VA,22199
1,SUSP-1,SUSPICIOUS - EVENT,2023-11-09,1930,5600 LEESBURG PIKE,FALLS CHURCH,VA,22041
1,ANML-3,ANIMAL - SERVICE - DOMESTIC,2023-11-09,1210,4700 TAPESTRY DR,FAIRFAX,VA,22032
1,DEST-290-2,DESTRUCTION - PRIVATE PROPERTY,2023-11-09,2000,14600 NATIONAL DR,CHANTILLY,VA,20151
1,ASSLT-13C-1,ASSAULT - INTIMIDATION,2023-11-09,1020,8400 OLD MOUNT VERNON RD,ALEXANDRIA,VA,22309
1,ASSLT-13B-1,ASSAULT - SIMPLE; NOT AGGRAVATED,2023-11-09,0825,6600 TOWER DR,ALEXANDRIA,VA,22306
1,AUTO-240-4,AUTO THEFT - AUTOS,2023-11-09,1600,4300 AMERICANA DR,ANNANDALE,VA,22003
1,DEST-290-2,DESTRUCTION - PRIVATE PROPERTY,2023-11-09,1700,4200 WADSWORTH CT,ANNANDALE,VA,22003
1,LARC-23-9,LARCENY -  ALL OTHER LARCENY,2023-11-09,1730,14100 ASHER VW,CENTREVILLE,VA,20121
1,SERV-2,SERVICE - CIVIL DISPUTE,2023-11-09,1200,7700 LAFAYETTE FOREST DR,ANNANDALE,VA,22003
1,ANML-90Z-6,ANIMAL - ANIMAL BITE - DOMESTIC,2023-11-09,0000,12800 MOUNT ROYAL LN,FAIRFAX,VA,22033
1,ANML-90Z-6,ANIMAL - ANIMAL BITE - DOMESTIC,2023-11-09,0000,4100 PLEASANT MEADOW CT,CHANTILLY,VA,20151
2,ANML-90Z-2,ANIMAL - RABIES CERTIFICATE VIOLATION,2023-11-09,0000,4100 PLEASANT MEADOW CT,CHANTILLY,VA,20151
1,AUTO-240-4,AUTO THEFT - AUTOS,2023-11-09,1600,2900 BLEEKER ST,FAIRFAX,VA,22031
1,DEST-290-2,DESTRUCTION - PRIVATE PROPERTY,2023-11-09,1700,5200 LEESBURG PIKE,FALLS CHURCH,VA,22041
1,ASSLT-13C-3,THREATS - TELEPHONE THREATS/ABUSE/OBSCENE,2023-11-09,1736,6500 SPRINGFIELD MALL,SPRINGFIELD,VA,22150
1,LARC-23-6,LARCENY - THEFT FROM MOTOR VEHICLE,2023-11-09,1017,11300 BARON CAMERON AVE,RESTON,VA,20190
2,SERV-999,POLICE PHONE REPORT,2023-11-09,1017,11300 BARON CAMERON AVE,RESTON,VA,20190
2,SERV-999,POLICE PHONE REPORT,2023-11-09,2030,7800 LEESBURG PIKE,FALLS CHURCH,VA,22043
2,SERV-999,POLICE PHONE REPORT,2023-11-09,1900,3000 ELLENWOOD DR,FAIRFAX,VA,22031
1,TRES-90J-1,TRESPASSING - PRIVATE PROPERTY,2023-11-09,1900,3000 ELLENWOOD DR,FAIRFAX,VA,22031
1,SERV-2,SERVICE - CIVIL DISPUTE,2023-11-09,1508,300 SINEGAR PL,GREAT FALLS,VA,22066
2,SERV-999,POLICE PHONE REPORT,2023-11-09,1508,300 SINEGAR PL,GREAT FALLS,VA,22066
1,DEST-290-2,DESTRUCTION - PRIVATE PROPERTY,2023-11-10,0048,9800 HAGEL CIR,LORTON,VA,22079
1,ASSLT-13B-1,ASSAULT - SIMPLE; NOT AGGRAVATED,2023-11-10,0043,10700 PINE ST,FAIRFAX,VA,22030
1,SERV-8,SERVICE - LOST/FOUND PROPERTY,2023-11-10,0114,3300 CANNONGATE RD,FAIRFAX,VA,22031
1,TRES-90J-6,TRESPASSING - OTHER,2023-11-10,0001,7200 FORDSON RD,ALEXANDRIA,VA,22306
1,DRUG-35A-10,DRUGS - OTHER DANGEROUS DRUGS POSSESSION,2023-11-10,0123, BACKLICK RD / RICHMOND HWY,FORT BELVOIR,VA,22060
2,WARR-90Z-4,WARRANT - WARRANT SERVICE,2023-11-10,0242,8300 RICHMOND HWY,ALEXANDRIA,VA,22309
2,SERV-29,SERVICE - DOMESTIC DISPUTE,2023-11-10,0405,4800 MANITOBA DR,ALEXANDRIA,VA,22312
1,WARR-90Z-1,ORDER - VIOLATE EPO/PO/PPO,2023-11-10,0405,4800 MANITOBA DR,ALEXANDRIA,VA,22312
2,DRUNK-90Z-1,DRUNK - DRUNK/PROFANE IN PUBLIC,2023-11-10,0135,6800 EDSALL RD,SPRINGFIELD,VA,22151
1,DEST-290-2,DESTRUCTION - PRIVATE PROPERTY,2023-11-10,0200,7900 CHARLES THOMSON LN,ANNANDALE,VA,22003
1,TRES-90J-1,TRESPASSING - PRIVATE PROPERTY,2023-11-10,0652,6100 BACKLICK RD,SPRINGFIELD,VA,22150
1,SERV-9,SERVICE - OPEN DOOR,2023-11-10,0656,8300 DUNHAM CT,SPRINGFIELD,VA,22152
1,SUSP-1,SUSPICIOUS - EVENT,2023-11-10,0659,2500 FREETOWN DR,RESTON,VA,20191
2,TRES-90J-7,TRESPASSING - UNLAWFUL ENTRY,2023-11-10,0731,7900 CHARLES THOMSON LN,ANNANDALE,VA,22003
1,ASSLT-13B-1,ASSAULT - SIMPLE; NOT AGGRAVATED,2023-11-10,0731,7900 CHARLES THOMSON LN,ANNANDALE,VA,22003
1,TRES-90J-1,TRESPASSING - PRIVATE PROPERTY,2023-11-10,0656,7800 RICHMOND HWY,ALEXANDRIA,VA,22306
1,LARC-23-9,LARCENY -  ALL OTHER LARCENY,2023-11-10,0817,6200 ROLLING RD,SPRINGFIELD,VA,22152
1,SERV-6,SERVICE - ANIMAL DESTROYED BY SERVICE WEAPON,2023-11-10,0725,2800 HILL RD,VIENNA,VA,22181
1,OTHER-90Z-3,OTHER OFFENSE - AGAINST SOCIETY,2023-11-10,0834,11900 BOWMAN TOWNE DR,RESTON,VA,20190
1,DEST-290-7,DESTRUCTION - GRAFFITI,2023-11-10,0857,2200 COLLINGWOOD RD,ALEXANDRIA,VA,22308
